AN,MT1,ME,MG,RG,AG1,EF1,MT2,AMT2,BG,SG,EF2,PC,AM,KP,PV,T,Target(uA)
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,30,1.39
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,13.31045944,333.087,14.10658544,26.17902562,30,0.00819
13.6,103.68,2.34,49.17,87.655,26.638,0.2,369.5,106.324,0.73872,229,0.4,1.255928946,278.519,9.248323318,0,30,0.0108
13.6,103.68,2.34,49.17,87.655,26.638,0.2,369.5,106.324,0.73872,229,0.4,1.255928946,372.519,8.864386515,0,30,0.123
16.08,104.276,2.4,46.463,87.655,27.7208,0,457.4308333,584.7913889,2.895430556,225,0.083333333,0.679475818,143.321,2.03025974,0,30,0.0551
16.08,104.276,2.4,46.463,87.655,27.7208,0,457.4308333,584.7913889,2.895430556,225,0.083333333,2.085071254,152.922,16.13717496,7.047671983,30,2.59
21.84,119.348,2.48,44.47,91.2675,28.518,0,459.5575,568.1608333,2.933833333,194,0.166666667,2.032665011,166.929,10.75555556,6.338535363,30,0.0689
22.24,133.824,2.42,47.177,91.2675,27.4352,0.2,302.24,119.348,1.03088,229,0,1.377964473,74.551,2.926363636,0,30,1.09
22.24,133.824,2.42,47.177,91.2675,27.4352,0.2,302.24,119.348,1.03088,229,0,1.377964473,49.46,1.25,0,30,2.97
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,364.13,103.68,0.63616,229,0.2,1.255928946,461.008,8.833552344,0,30,0.00703
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,412.55,75.224,0.50976,229,0.6,1.255928946,367.008,9.103334166,0,30,0.0284
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,412.55,75.224,0.50976,229,0.6,1.255928946,278.519,9.248323318,0,30,0.0165
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,477.6058333,578.0663889,2.972236111,225,0.25,1.377964473,42.394,1.887402597,0,30,0.0471
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,477.6058333,578.0663889,2.972236111,225,0.25,2.085071254,152.922,16.13717496,7.047671983,30,0.0185
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,453.5566667,570.1611111,2.797097222,194,0.083333333,2.062948829,75.478,14.80155125,6.338535363,30,0.0681
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,453.5566667,570.1611111,2.797097222,194,0.083333333,1.98559856,61.471,56.25,0,30,0.522
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,453.5566667,570.1611111,2.797097222,194,0.083333333,1.255928946,367.008,9.103334166,0,30,0.335
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,453.5566667,570.1611111,2.797097222,194,0.083333333,1.255928946,278.106,9.717231313,0,30,0.0465
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,451.7075,570.7775,2.833111111,194,0.166666667,1.377964473,58.443,2.29,0,30,0.00137
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,451.7075,570.7775,2.833111111,194,0.166666667,1.255928946,278.106,9.717231313,0,30,0.0194
17.04,111.2328,2.446,44.5085,91.2675,28.5026,0,400.2358333,587.9347222,2.558222222,194,0,1.377964473,74.551,2.926363636,0,30,0.649
17.04,111.2328,2.446,44.5085,91.2675,28.5026,0,400.2358333,587.9347222,2.558222222,194,0,1.377964473,42.394,1.887402597,0,30,0.298
11.28,81.2424,2.366,46.5015,91.2675,27.7054,0,437.8566667,575.3944444,2.595652778,194,0.083333333,1.711243688,83.976,172.3407822,0,30,0.202
11.28,81.2424,2.366,46.5015,91.2675,27.7054,0,437.8566667,575.3944444,2.595652778,194,0.083333333,1.057440291,134.452,11.30153754,0,30,0.261
11.28,81.2424,2.366,46.5015,91.2675,27.7054,0,419.9191667,581.3736111,2.456527778,194,0,1.255928946,367.008,9.103334166,0,30,0.0118
11.28,81.2424,2.366,46.5015,91.2675,27.7054,0,419.9191667,581.3736111,2.456527778,194,0,1.255928946,461.008,8.833552344,0,30,0.035
19.6,149.0248,2.774,38.5925,106.0575,30.869,0,441.7308333,590.0247222,2.693986111,225,0.083333333,1.377964473,49.46,1.25,0,30,4.63
19.6,149.0248,2.774,38.5925,106.0575,30.869,0,441.7308333,590.0247222,2.693986111,225,0.083333333,13.31045944,333.087,14.10658544,26.17902562,30,1.88
21.38888889,583.4291667,2.545,16.528125,37.375,10.66208333,0.083333333,412.55,75.224,0.50976,229,0.6,1.255928946,278.106,9.717231313,0,30,0.318
21.38888889,583.4291667,2.545,16.528125,37.375,10.66208333,0.083333333,412.55,75.224,0.50976,229,0.6,1.255928946,372.519,8.864386515,0,30,0.401
21.38888889,583.4291667,2.545,16.528125,37.375,10.66208333,0.083333333,369.234,68.4312,0.57296,229,0.4,2.062948829,75.478,14.80155125,6.338535363,30,1.28
21.38888889,583.4291667,2.545,16.528125,37.375,10.66208333,0.083333333,369.234,68.4312,0.57296,229,0.4,2.032665011,166.929,10.75555556,6.338535363,30,0.504
17.38888889,588.6625,2.578333333,15.69770833,37.375,9.554861111,0.083333333,326.45,133.824,1.02672,229,0.2,1.98559856,105.922,26.13421488,0,30,1.65
17.38888889,588.6625,2.578333333,15.69770833,37.375,9.554861111,0.083333333,326.45,133.824,1.02672,229,0.2,1.255928946,372.519,8.864386515,0,30,0.337
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,457.4308333,584.7913889,2.895430556,225,0.083333333,1.255928946,278.519,9.248323318,0,30,0.0461
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,457.4308333,584.7913889,2.895430556,225,0.083333333,1.255928946,372.519,8.864386515,0,30,0.157
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,477.6058333,578.0663889,2.972236111,225,0.25,1.98559856,105.922,26.13421488,0,30,0.0178
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,477.6058333,578.0663889,2.972236111,225,0.25,13.31045944,333.087,14.10658544,26.17902562,30,0.0281
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,423.6825,580.1191667,2.655583333,194,0,2.062948829,75.478,14.80155125,6.338535363,30,0.0406
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,423.6825,580.1191667,2.655583333,194,0,2.032665011,166.929,10.75555556,6.338535363,30,0.0316
9.833333333,581.3736111,2.589166667,14.58583333,27.645,8.133333333,0,396.1491667,589.2969444,2.656555556,194,0,1.377964473,74.551,2.926363636,0,30,0.963
13.83333333,576.1402778,2.555833333,15.41625,27.645,9.179583333,0,321.08,111.812,0.86512,229,0,1.463035727,95.211,10.16384141,0,30,2.1
13.83333333,576.1402778,2.555833333,15.41625,27.645,9.179583333,0,321.08,111.812,0.86512,229,0,1.377964473,49.46,1.25,0,30,0.0752
17.83333333,569.4152778,2.505833333,17.67208333,37.375,12.18736111,0.166666667,473.7316667,563.4361111,2.873902778,194,0.25,2.032665011,166.929,10.75555556,6.338535363,30,0.126
17.83333333,569.4152778,2.505833333,17.67208333,37.375,12.18736111,0.166666667,473.7316667,563.4361111,2.873902778,194,0.25,2.085071254,152.922,16.13717496,7.047671983,30,3.43
9.083333333,584.6541667,2.6575,13.35333333,27.645,7.508472222,0,435.6191667,576.1402778,2.657972222,194,0,1.057440291,134.452,11.30153754,0,30,3.24
9.083333333,584.6541667,2.6575,13.35333333,27.645,7.508472222,0,435.6191667,576.1402778,2.657972222,194,0,1.463035727,95.211,10.16384141,0,30,0.0462
21.72222222,584.7913889,2.475,15.84864583,37.375,11.11506944,0.083333333,431.5325,577.5025,2.756305556,194,0,1.255928946,278.106,9.717231313,0,30,1.68
23.72222222,581.4288889,2.45,16.9765625,37.375,12.61895833,0.166666667,400.2358333,587.9347222,2.558222222,194,0,1.98559856,61.471,56.25,0,30,0.141
23.72222222,581.4288889,2.45,16.9765625,37.375,12.61895833,0.166666667,400.2358333,587.9347222,2.558222222,194,0,2.085071254,152.922,16.13717496,7.047671983,30,0.748
17.72222222,590.0247222,2.508333333,15.01822917,37.375,10.00784722,0.083333333,437.8566667,575.3944444,2.595652778,194,0.083333333,1.057440291,134.452,11.30153754,0,30,0.519
17.72222222,590.0247222,2.508333333,15.01822917,37.375,10.00784722,0.083333333,437.8566667,575.3944444,2.595652778,194,0.083333333,1.48744681,162.204,26.12007897,0,30,0.194
17.72222222,590.0247222,2.508333333,15.01822917,37.375,10.00784722,0.083333333,437.8566667,575.3944444,2.595652778,194,0.083333333,1.255928946,278.106,9.717231313,0,30,0.0277
22,584.0455556,2.466666667,16.56135417,37.375,12.06534722,0.166666667,457.4308333,584.7913889,2.895430556,225,0.083333333,0.679475818,187.772,2.22025974,0,30,1.12
22,584.0455556,2.466666667,16.56135417,37.375,12.06534722,0.166666667,457.4308333,584.7913889,2.895430556,225,0.083333333,0.679475818,143.321,2.03025974,0,30,0.748
22,584.0455556,2.466666667,16.56135417,37.375,12.06534722,0.166666667,431.6433333,593.3872222,2.655583333,225,0,1.377964473,58.443,2.29,0,30,1.9
16.16666667,574.8858333,2.469166667,15.15197917,27.645,10.18618056,0,388.34,84.908,0.57296,229,0.4,1.377964473,58.443,2.29,0,30,0.534
16.16666667,574.8858333,2.469166667,15.15197917,27.645,10.18618056,0,388.34,84.908,0.57296,229,0.4,1.377964473,49.46,1.25,0,30,4.19
16.16666667,574.8858333,2.469166667,15.15197917,27.645,10.18618056,0,320.814,73.7064,0.69936,229,0,0.679475818,187.772,2.22025974,0,30,2.6
16.16666667,574.8858333,2.469166667,15.15197917,27.645,10.18618056,0,320.814,73.7064,0.69936,229,0,1.377964473,58.443,2.29,0,30,0.118
20.16666667,568.1608333,2.419166667,17.4078125,37.375,13.19395833,0.166666667,412.55,75.224,0.50976,229,0.6,1.255928946,461.008,8.833552344,0,30,0.0077
20.16666667,568.1608333,2.419166667,17.4078125,37.375,13.19395833,0.166666667,412.55,75.224,0.50976,229,0.6,1.255928946,372.519,8.864386515,0,30,0.216
10.16666667,582.7358333,2.519166667,13.90635417,27.645,8.669079861,0,457.4308333,584.7913889,2.895430556,225,0.083333333,1.377964473,42.394,1.887402597,0,30,3.9
10.16666667,582.7358333,2.519166667,13.90635417,27.645,8.669079861,0,457.4308333,584.7913889,2.895430556,225,0.083333333,1.377964473,58.443,2.29,0,30,0.775
8.388888889,589.2969444,2.655833333,11.44135417,27.645,6.371197917,0,473.7316667,563.4361111,2.873902778,194,0.25,2.062948829,75.478,14.80155125,6.338535363,30,0.265
8.388888889,589.2969444,2.655833333,11.44135417,27.645,6.371197917,0,473.7316667,563.4361111,2.873902778,194,0.25,1.255928946,461.008,8.833552344,0,30,0.169
22.16666667,564.7983333,2.394166667,18.53572917,37.375,14.69784722,0.25,412.55,75.224,0.50976,229,0.6,6.197527974,220.001,4.066069546,0,30,0.131
22.16666667,564.7983333,2.394166667,18.53572917,37.375,14.69784722,0.25,412.55,75.224,0.50976,229,0.6,1.98559856,105.922,26.13421488,0,30,0.0148
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,1.377964473,49.46,1.25,0,80,1.2
13.6,103.68,2.34,49.17,87.655,26.638,0.2,339.92,104.276,0.69936,229,0,13.31045944,333.087,14.10658544,26.17902562,80,0.00343
13.6,103.68,2.34,49.17,87.655,26.638,0.2,369.5,106.324,0.73872,229,0.4,1.255928946,278.519,9.248323318,0,80,0.00993
13.6,103.68,2.34,49.17,87.655,26.638,0.2,369.5,106.324,0.73872,229,0.4,1.255928946,372.519,8.864386515,0,80,0.089
16.08,104.276,2.4,46.463,87.655,27.7208,0,457.4308333,584.7913889,2.895430556,225,0.083333333,0.679475818,143.321,2.03025974,0,80,0.041
16.08,104.276,2.4,46.463,87.655,27.7208,0,457.4308333,584.7913889,2.895430556,225,0.083333333,2.085071254,152.922,16.13717496,7.047671983,80,1.18
21.84,119.348,2.48,44.47,91.2675,28.518,0,459.5575,568.1608333,2.933833333,194,0.166666667,0.679475818,187.772,2.22025974,0,80,0.822
21.84,119.348,2.48,44.47,91.2675,28.518,0,459.5575,568.1608333,2.933833333,194,0.166666667,2.032665011,166.929,10.75555556,6.338535363,80,0.0638
22.24,133.824,2.42,47.177,91.2675,27.4352,0.2,302.24,119.348,1.03088,229,0,1.377964473,74.551,2.926363636,0,80,1
22.24,133.824,2.42,47.177,91.2675,27.4352,0.2,302.24,119.348,1.03088,229,0,1.377964473,49.46,1.25,0,80,1.55
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,364.13,103.68,0.63616,229,0.2,1.255928946,461.008,8.833552344,0,80,0.00249
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,364.13,103.68,0.63616,229,0.2,13.31045944,333.087,14.10658544,26.17902562,80,5.53
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,412.55,75.224,0.50976,229,0.6,1.255928946,367.008,9.103334166,0,80,0.0262
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,412.55,75.224,0.50976,229,0.6,1.255928946,278.519,9.248323318,0,80,0.00957
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,477.6058333,578.0663889,2.972236111,225,0.25,1.377964473,42.394,1.887402597,0,80,0.0492
9.12,75.224,2.22,54.584,87.655,24.4724,0.6,477.6058333,578.0663889,2.972236111,225,0.25,2.085071254,152.922,16.13717496,7.047671983,80,0.0127
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,453.5566667,570.1611111,2.797097222,194,0.083333333,2.062948829,75.478,14.80155125,6.338535363,80,0.0518
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,453.5566667,570.1611111,2.797097222,194,0.083333333,1.98559856,61.471,56.25,0,80,0.44
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,453.5566667,570.1611111,2.797097222,194,0.083333333,1.255928946,367.008,9.103334166,0,80,0.265
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,453.5566667,570.1611111,2.797097222,194,0.083333333,1.255928946,278.106,9.717231313,0,80,0.0362
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,451.7075,570.7775,2.833111111,194,0.166666667,1.377964473,58.443,2.29,0,80,0.00161
5.68,68.4312,2.206,52.912,86.285,25.1412,0.4,451.7075,570.7775,2.833111111,194,0.166666667,1.255928946,278.106,9.717231313,0,80,0.0166
17.04,111.2328,2.446,44.5085,91.2675,28.5026,0,400.2358333,587.9347222,2.558222222,194,0,1.377964473,74.551,2.926363636,0,80,0.685
17.04,111.2328,2.446,44.5085,91.2675,28.5026,0,400.2358333,587.9347222,2.558222222,194,0,1.377964473,42.394,1.887402597,0,80,0.287
11.28,81.2424,2.366,46.5015,91.2675,27.7054,0,437.8566667,575.3944444,2.595652778,194,0.083333333,1.711243688,83.976,172.3407822,0,80,0.145
11.28,81.2424,2.366,46.5015,91.2675,27.7054,0,437.8566667,575.3944444,2.595652778,194,0.083333333,1.057440291,134.452,11.30153754,0,80,0.257
11.28,81.2424,2.366,46.5015,91.2675,27.7054,0,419.9191667,581.3736111,2.456527778,194,0,1.255928946,367.008,9.103334166,0,80,0.0126
11.28,81.2424,2.366,46.5015,91.2675,27.7054,0,419.9191667,581.3736111,2.456527778,194,0,1.255928946,461.008,8.833552344,0,80,0.0317
19.6,149.0248,2.774,38.5925,106.0575,30.869,0,441.7308333,590.0247222,2.693986111,225,0.083333333,1.377964473,49.46,1.25,0,80,2.39
19.6,149.0248,2.774,38.5925,106.0575,30.869,0,441.7308333,590.0247222,2.693986111,225,0.083333333,13.31045944,333.087,14.10658544,26.17902562,80,1.5
21.38888889,583.4291667,2.545,16.528125,37.375,10.66208333,0.083333333,412.55,75.224,0.50976,229,0.6,1.255928946,278.106,9.717231313,0,80,0.298
21.38888889,583.4291667,2.545,16.528125,37.375,10.66208333,0.083333333,412.55,75.224,0.50976,229,0.6,1.255928946,372.519,8.864386515,0,80,0.401
21.38888889,583.4291667,2.545,16.528125,37.375,10.66208333,0.083333333,369.234,68.4312,0.57296,229,0.4,2.062948829,75.478,14.80155125,6.338535363,80,1.31
21.38888889,583.4291667,2.545,16.528125,37.375,10.66208333,0.083333333,369.234,68.4312,0.57296,229,0.4,2.032665011,166.929,10.75555556,6.338535363,80,0.534
17.38888889,588.6625,2.578333333,15.69770833,37.375,9.554861111,0.083333333,326.45,133.824,1.02672,229,0.2,1.98559856,105.922,26.13421488,0,80,1.24
17.38888889,588.6625,2.578333333,15.69770833,37.375,9.554861111,0.083333333,326.45,133.824,1.02672,229,0.2,1.255928946,372.519,8.864386515,0,80,0.219
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,457.4308333,584.7913889,2.895430556,225,0.083333333,1.255928946,278.519,9.248323318,0,80,0.0311
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,457.4308333,584.7913889,2.895430556,225,0.083333333,1.255928946,372.519,8.864386515,0,80,0.138
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,477.6058333,578.0663889,2.972236111,225,0.25,1.98559856,105.922,26.13421488,0,80,0.0127
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,477.6058333,578.0663889,2.972236111,225,0.25,13.31045944,333.087,14.10658544,26.17902562,80,0.00629
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,423.6825,580.1191667,2.655583333,194,0,2.062948829,75.478,14.80155125,6.338535363,80,0.0229
25.38888889,576.7041667,2.495,18.78395833,37.375,13.66986111,0.25,423.6825,580.1191667,2.655583333,194,0,2.032665011,166.929,10.75555556,6.338535363,80,0.0342
9.833333333,581.3736111,2.589166667,14.58583333,27.645,8.133333333,0,396.1491667,589.2969444,2.656555556,194,0,1.377964473,74.551,2.926363636,0,80,0.928
13.83333333,576.1402778,2.555833333,15.41625,27.645,9.179583333,0,321.08,111.812,0.86512,229,0,1.463035727,95.211,10.16384141,0,80,1.74
13.83333333,576.1402778,2.555833333,15.41625,27.645,9.179583333,0,321.08,111.812,0.86512,229,0,1.377964473,49.46,1.25,0,80,0.0525
17.83333333,569.4152778,2.505833333,17.67208333,37.375,12.18736111,0.166666667,473.7316667,563.4361111,2.873902778,194,0.25,2.032665011,166.929,10.75555556,6.338535363,80,0.143
17.83333333,569.4152778,2.505833333,17.67208333,37.375,12.18736111,0.166666667,473.7316667,563.4361111,2.873902778,194,0.25,2.085071254,152.922,16.13717496,7.047671983,80,2.96
9.083333333,584.6541667,2.6575,13.35333333,27.645,7.508472222,0,435.6191667,576.1402778,2.657972222,194,0,1.057440291,134.452,11.30153754,0,80,2.97
9.083333333,584.6541667,2.6575,13.35333333,27.645,7.508472222,0,435.6191667,576.1402778,2.657972222,194,0,1.463035727,95.211,10.16384141,0,80,0.0357
21.72222222,584.7913889,2.475,15.84864583,37.375,11.11506944,0.083333333,431.5325,577.5025,2.756305556,194,0,1.255928946,278.106,9.717231313,0,80,1.91
23.72222222,581.4288889,2.45,16.9765625,37.375,12.61895833,0.166666667,400.2358333,587.9347222,2.558222222,194,0,1.98559856,61.471,56.25,0,80,0.167
23.72222222,581.4288889,2.45,16.9765625,37.375,12.61895833,0.166666667,400.2358333,587.9347222,2.558222222,194,0,2.085071254,152.922,16.13717496,7.047671983,80,0.306
17.72222222,590.0247222,2.508333333,15.01822917,37.375,10.00784722,0.083333333,437.8566667,575.3944444,2.595652778,194,0.083333333,1.057440291,134.452,11.30153754,0,80,0.501
17.72222222,590.0247222,2.508333333,15.01822917,37.375,10.00784722,0.083333333,437.8566667,575.3944444,2.595652778,194,0.083333333,1.48744681,162.204,26.12007897,0,80,0.169
17.72222222,590.0247222,2.508333333,15.01822917,37.375,10.00784722,0.083333333,437.8566667,575.3944444,2.595652778,194,0.083333333,1.255928946,278.106,9.717231313,0,80,0.0148
13.72222222,596.0038889,2.55,13.47510417,22.47,8.165954861,0,427.88,594.6416667,2.456527778,225,0,2.062948829,75.478,14.80155125,6.338535363,80,2.29
22,584.0455556,2.466666667,16.56135417,37.375,12.06534722,0.166666667,457.4308333,584.7913889,2.895430556,225,0.083333333,0.679475818,187.772,2.22025974,0,80,0.905
22,584.0455556,2.466666667,16.56135417,37.375,12.06534722,0.166666667,457.4308333,584.7913889,2.895430556,225,0.083333333,0.679475818,143.321,2.03025974,0,80,0.856
22,584.0455556,2.466666667,16.56135417,37.375,12.06534722,0.166666667,431.6433333,593.3872222,2.655583333,225,0,1.377964473,58.443,2.29,0,80,1.5
16.16666667,574.8858333,2.469166667,15.15197917,27.645,10.18618056,0,388.34,84.908,0.57296,229,0.4,1.377964473,58.443,2.29,0,80,0.448
16.16666667,574.8858333,2.469166667,15.15197917,27.645,10.18618056,0,388.34,84.908,0.57296,229,0.4,1.377964473,49.46,1.25,0,80,3.21
